,Streamer,Followers,Min_views,Max_views,Avg_views,Other_games,Description,translated_texts,language
635,dylanfyi,5039,5.0,5.0,5.0,0.0,trying to be the fastest in the rat race of twitch :) just chatting for now ,trying to be the fastest in the rat race of twitch :) just chatting for now,en
636,maurogarih,5030,13.0,13.0,13.0,0.0,League of Legends Strategic Coach for Barça esports. Previusly Gamers Origin and Rebels gaming,league of legends strategic coach for barça esports. previusly gamers origin and rebels gaming,en
637,masorco,5029,28.0,28.0,28.0,0.0,jodidamente competitivo ,fuckingly competitive,es
638,hoteboyxerath,4971,56.0,56.0,56.0,0.0,Positive Challenger Xerath Player :D I love talking and meeting new people :D || hoteboyxerath@gmail.com,positive challenger xerath player :d i love talking and meeting new people :d || hoteboyxerath@gmail.com,en
639,manlmanl123,4962,49.0,49.0,49.0,0.0,배 벅벅 긁으면서 보기좋은 방송 ,a good broadcast while scratching your stomach,ko
640,rozzcore,4920,24.0,24.0,24.0,0.0,,,ht
641,purevt,4915,18.0,18.0,18.0,0.0,♥Hi I'm Pure Aspiring Space Panda Vtuber I Was Lost In Space I Crash Landed On Earth Will This Be My New Home And Will I Be Able To Make New Friends Will You Be My Friend?♥,♥hi i'm pure aspiring space panda vtuber i was lost in space i crash landed on earth will this be my new home and will i be able to make new friends will you be my friend?♥,en
642,valeria_afk,4904,81.0,81.0,81.0,0.0,"¡Hola, mi nombre es Valeria, tengo 19 años y me gustan mucho las hamburguesas! ♡ Gracias por leer muaaa ♡","hello, my name is valeria, i am 19 years old and i really like hamburgers!♡ thank you for reading muaaa ♡",es
643,dadhorse_,4855,47.0,47.0,47.0,0.0,"Когда этого коня видят лошадки, они говорят не ""И-го-го"", а ""О-го-го""","when the horses see this horse, they say not ""and-def that"", but ""oh-th""",ru
644,cabez00n,4847,37.0,37.0,37.0,0.0,Hago streams de vez en cuando. Multiseason Challenger (S12 1100LP+). El mejor Talon player de Latam (BR/LAS). Zed enjoyer. The eminence Fizz.,i do streams from time to time.multiseason challenger (s12 1100lp+).the best player talon of latam (br/las).zed enjoyer.the eminence fizz.,es
645,linololz,4842,27.0,27.0,27.0,0.0,Hi~我是LINO🌸喜歡我的實況請不要忘記點下追隨唷! 合作請洽：chc980330@gmail.com,"hi ~ i am lino 的 i like my live situation, please don't forget to follow 唷! please contact: chc980330@gmail.com",zh-TW
646,jokeboxlol,4832,150.0,150.0,150.0,0.0,20yo | Challenger OTP Shaco 1K LP Peak 65% Winrate ,20yo | challenger otp shaco 1k lp peak 65% winrate,en
647,vane_twitch,4769,67.0,67.0,67.0,0.0,,,ht
648,biriba,4730,1120.0,1120.0,1120.0,0.0,Biri faz transmissões de League of legends  com QUALIDADE e bate aquele papo GOSTOSINHO.,biri makes transmissions of league of legends with quality and beat that tasty chat.,pt
649,bergoww,4725,11.0,11.0,11.0,0.0,"coe mano veio, meu nome é bernardo tenho 19 anos e jogo uns jogos ai kkkkkkkkkkkkkk tento ser bom em todos dale","coe bro came, my name is bernardo i'm 19 years old and i play some games there kkkkkkkkkkkkk i try to be good at all dale",pt
650,longiinius,4705,16.0,27.0,21.0,0.0,Quiero poder vivir de esto.,i want to live from this.,es
651,lec_esport,4649,129.0,129.0,129.0,0.0,Welcome to the Official Twitch Channel of the LEC European Circuit. For cooperation and other questions  https://t.me/LECesport,welcome to the official twitch channel of the lec european circuit. for cooperation and other questions  https://t.me/lecesport,en
652,limone183,4622,1023.0,1070.0,1046.0,0.0,"Imprenditore, Streamer, Cantautore, ma ho anche lati positivi","entrepreneur, streamer, songwriter, but i also have positive sides",it
653,jeansa1999,4618,125.0,125.0,125.0,0.0,전프로 챌린저 정글 라쿤입니다,this is jeon pro challenger jungle raccoon,ko
654,debora_fery,4578,32.0,32.0,32.0,0.0,"Sou streamer de League of Legends . Faço live em dias aleatórios e horários aleatórios também, as vezes nem tem ... Espero que agente consiga se conhecer e conversar. https://www.instagram.com/debora_fery","i am a streamer from league of legends.i do live on random days and random schedules too, sometimes it doesn't even have ... i hope you can meet and talk.https://www.instagram.com/debora_fey",pt
655,yougotrivened,4547,94.0,94.0,94.0,0.0,"Alles andere als ein typisches Diamond Riven OTP, ich lade dich herzlich ein Teil meiner Community zu werden und überzeuge dich, dass es auch anständige Rivenspieler gibt :) Lass mir gerne ein Follow da und wir haben eine geile Zeit zusammen!","anything but a typical diamond riven otp, i cordially invite you to become part of my community and convince you that there are also decent rive players :) leave me a follow and we have a great time together!",de
656,ayukura,4521,303.0,1781.0,1032.0,0.0,hi :3 i'm ayu and i stream league of legends! i'm a challenger mid girl on the NA server ♥,hi :3 i'm ayu and i stream league of legends! i'm a challenger mid girl on the na server ♥,en
657,veritlolz,4437,48.0,48.0,48.0,0.0,123321,123321,en
658,alsgur7845,4428,20.0,20.0,20.0,0.0,이번 시즌 워윅으로 챌린저 도전하겠습니다,i will challenge the challenger to warwick this season,ko
659,melk4ya,4419,28.0,28.0,28.0,0.0,тут есть игры...🎮,there are games here ... 🎮,ru
660,amj4do,4411,24.0,24.0,24.0,0.0,صريح بزيادة عن اللزوم,"frankly, with an increase in the necessary",ar
661,hazemallam007,4403,69.0,69.0,69.0,0.0,Follow my new channel : https://www.twitch.tv/hazemallamttv,follow my new channel : https://www.twitch.tv/hazemallamttv,en
662,silent_dash1,4399,31.0,31.0,31.0,0.0,"streamer League Of Legends , Master s11","streamer league of legends , master s11",en
663,derfiddler,4276,108.0,108.0,108.0,0.0,GM-Chall Jungle Main,gung-lose jungle main,gd
664,naruuusk,4250,115.0,115.0,115.0,0.0,1994年生まれ28歳 MMO LoLロボット,born in 1994 28 years old mmo lol robot,ja
665,mizukaikoyomi,4218,47.0,47.0,47.0,0.0,出戻りのオンナです。人間万事塞翁が馬である～；＾；ツイッチパートナーに、、なりたいです、、！,it is a woman who returns.human everything is a horse ~; ^; i want to be a twitch partner ...!,ja
666,soy_blue,4212,27.0,27.0,27.0,0.0,Road to Streamer de Tiempo Completo ...,road to streamer full time ...,es
667,lvpcayclol,4194,1030.0,2771.0,1637.0,0.0,Canal oficial de LVP Centroamérica y Caribe para la Elements League,official channel of lvp central america and caribbean for the elements league,es
668,doublesplyce,4188,24.0,24.0,24.0,0.0,Soloq Player LAN / OTP jhin mid ♡  Peak  elo : Challenger 800 PL ♡,soloq player lan / otp jhin mid ♡ peak elo : challenger 800 pl ♡,ilo
669,riunu,4179,137.0,137.0,137.0,0.0,Riinan ajatuksia elämästä (ᵔᴥᵔ),rina's thoughts on life (ᵔᴥᵔ),fi
670,aspazja,4088,33.0,33.0,33.0,0.0,"chciałam uciec od sesji na studiach, więc zaczęłam strimować i zostałam, jeszcze nie wiem czy żałuję, pozdrawiam. ***PS nie spodziewaj się tu dymów, od tego są inne kanały 🥳","i wanted to get away from the college session, so i started to be straight and stayed, i don't know if i regret it, best regards.*** ps do not expect smoke here, from this there are other channels 🥳",pl
671,tox_iq,4080,22.0,34.0,28.0,0.0,"Buenas!! Que mi nombre no te engañe , ya que es irónico . Soy OTP SETT e intento ser lo mas didáctico posible en mis partidas . Jugamos LOL y hacemos Just Chatting todos los directos . Si NO sos toxico y queres pasar un buen rato con una hermosa comunidad , estas mas que invitado!! . Saludos!","hello good!!that my name does not deceive you, since it is ironic.i am otp sett and i try to be as didactic as possible in my games.we play lol and do just chatting all direct.if you are not toxic and you want to have a good time with a beautiful community, you are more than guest !!.greetings!",es
672,chikahilt,4062,46.0,46.0,46.0,0.0,League of Legends  name:chikahilt,,
673,league of legends  name:chikahilt,en,,,,,,,
674,gotkdlzh2,4056,162.0,162.0,162.0,0.0,,,ht
675,psyche2002,4031,22.0,22.0,22.0,0.0,,,ht
676,rasaq_,3999,595.0,595.0,595.0,0.0,,,ht
677,likeme_,3943,44.0,44.0,44.0,0.0,今日から君もLikeMe!!,from today you are also likeme !!,ja
678,imeztli,3880,5.0,5.0,5.0,0.0,Lvl 26,lvl 26,en
679,davedevilgaming,3875,49.0,49.0,49.0,0.0,Hungarian League of Legends & Semi-Pro Chess player. Chess International Master since 2012.,hungarian league of legends & semi-pro chess player. chess international master since 2012.,en
680,ouo0725,3828,29.0,36.0,32.0,0.0,阿妮哈誰呦 ;;🎀 我４漓兒 ♥ 主玩英雄聯盟､其它遊戲求推薦 ʕ•͡ᴥ•ʔ追隨可以+好友一起打遊戲 ♥脾氣很差的小獅子､勿惹Me (๑•ᴗ•๑)♡,annha who is 呦;;๑) ♡,zh-TW
681,stelladakimakura,3810,78.0,78.0,78.0,0.0,my demon keeps me company. 🥀,my demon keeps me company. 🥀,en
682,agustinahart,3795,10.0,10.0,10.0,0.0,ola m llamo agus y juego lol cs y osu ,wave m i call agus and game lol cs and osu,es
683,rqcamilla,3781,45.0,45.0,45.0,0.0,community program coordinator for @questtoconquercancer at Princess Margaret Cancer Foundation // i play shooters n have a pretty cute cat / ux/ui designer! // rqcamilla@gmail.com,community program coordinator for @questtoconquercancer at princess margaret cancer foundation // i play shooters n have a pretty cute cat / ux/ui designer! // rqcamilla@gmail.com,en
684,mcbibble,3778,19.0,19.0,19.0,0.0,strawberry milk equivalent of a human 💕🍓 thanks for finding me!,strawberry milk equivalent of a human 💕🍓 thanks for finding me!,en
685,angelkat77,3767,27.0,27.0,27.0,0.0,"Hey you :3 the name's Variel ""Angel"" Eclair a wolf girl(not a fox) trying her best to explore the world of gaming one game at a time. Who knows maybe you'll see something exciting here or you can watch me fall flat on my face XD But heyy both are fun right? ;)","hey you :3 the name's variel ""angel"" eclair a wolf girl(not a fox) trying her best to explore the world of gaming one game at a time. who knows maybe you'll see something exciting here or you can watch me fall flat on my face xd but heyy both are fun right? ;)",en
686,luiiiiiiii,3746,17.0,17.0,17.0,0.0,,,ht
687,petunietv,3731,558.0,558.0,558.0,0.0,"✨Dibujitos y streams, ésta es mi pagina y bienvenidos a ella, subiré contenido de mis juegos favoritos✨ ","✨dujitos y streams, this is my page and welcome to it, i will upload content of my favorite games✨",es
688,thewaschbaer,3639,32.0,32.0,32.0,0.0,Ich bin eine Nudel und ich steh dazu :3,i am a noodle and i stand: 3,de
689,thedrange,3632,8.0,8.0,8.0,0.0,"STARTING 1/23/2023: MINIMAL AD FREQUENCY!!!~28.8 Y/O. In Nevada w/ roommate. Interests Include: Rapping, comedy, working-out, and investing!~ UPDATING EVERYTHING!!!~ SUBSCRIBERS never get ads. ","starting 1/23/2023: minimal ad frequency!!!~28.8 y/o. in nevada w/ roommate. interests include: rapping, comedy, working-out, and investing!~ updating everything!!!~ subscribers never get ads.",en
690,loveawolf,3557,13.0,13.0,13.0,0.0,안녕하세요~~울프둥이입니다!!,hello ~~ i'm wolfdong !!,ko
691,anuskagabriela,3534,50.0,50.0,50.0,0.0,"Anuska, nu Anushka, nici Anusca. In special, nu ANA. ","anuska, not anushka, nor anusca.in particular, not ana.",ro
692,billyjimi,3518,20.0,20.0,20.0,0.0,"Hola, me llamo Adriano Moreno, soy Retador desde la temporada 3, Soy Ex- jugador Semi Profesional de League of legends era main adc, ahora maineo supp, didáctico, pero tmb stremeo otros juegos para divertirme.","hello, my name is adriano moreno, i am a challenger since season 3, i am former semi-professional of league of legends was main adc, now maineo suppp, didactic, but tmb stremeo other games to have fun.",es
693,acherrywaifu,3495,13.0,13.0,13.0,0.0,I know you're watching. Stay mad. Future #1 BG streamer UwU,i know you're watching. stay mad. future #1 bg streamer uwu,en
694,luna_rastyapa,3483,16.0,16.0,16.0,0.0,Вся инфа тут: https://vk.com/luna_wally_stream Люблю поесть и тянок. Стараюсь апать свой скилл во многих играх. Буду рада видеть тебя на своих стримах) boosty.to/luna_rastyapa - бусти.❤️,all infa here: https://vk.com/luna_wally_stream i like to eat and tum.i try to appease my skill in many games.i will be glad to see you on my streams) boosty.to/luna_rastyapa - busty.,ru
695,baconliciaruiva,3367,14.0,14.0,14.0,0.0,"Streamer, passadora de raiva em League of Legends, canta (não sei se bem), ama filmes de terror, series e animes! e outras cozitas mais....","streamer, anger of anger in league of legends, sings (i don't know if), loves horror movies, series and anime!and other more ....",pt
696,ceceulife,3356,26.0,26.0,26.0,0.0,Challenger buscando evoluir cada vez mais ,challenger seeking to evolve more and more,pt
697,1_beowulf,3337,13.0,13.0,13.0,0.0,A traveler in land of wonders ,a traveler in land of wonders,en
698,lemuel1707,3337,1420.0,1420.0,1420.0,0.0,"Meu nome é Lucas Lemuel, moro em natal, estou começando a fazer lives, atualmente jogo na tipspace e sou top 1 lá, estou aqui pra rirmos e aprendermos mais tambem sobre como ganhar dinheiro jogando! Email profissional : lucas.lemuel343@gmail.com","my name is lucas lemuel, i live in natal, i'm starting to make lives, currently game at tipspace and i'm top 1 there, i'm here to laugh and learn more about how to make money playing!professional email: lucas.lemuel343@gmail.com",pt
699,kohjiro_,3319,98.0,98.0,98.0,0.0,パートナーになって一軒家を建て、壁に視聴者の名前を刻むことが夢です。Mail(546kohjiro@gmail.com),"it is a dream to become a partner, build a house, and engrave the viewer's name on the wall.mail (546kohjiro@gmail.com)",ja
700,twostonelol,3301,76.0,76.0,76.0,0.0,Peinlich aber erfrischend ,embarrassing but refreshing,de
701,10_04_sun,3283,15.0,15.0,15.0,0.0,천사같은 성격이 아니고 생일이 1004...인 사람ㅎ,a person who is not an angel -like personality and a birthday 1004 ...,ko
702,reidossois,3277,593.0,593.0,593.0,0.0,20y Bangu RJcity,20y bangu rjcity,sw
703,blondie_egirl,3266,66.0,66.0,66.0,0.0,"Nejsem vůbec Ta obyčejná blondýna. Věnuji se převážně toxické komunitě v League of Legends v ranních hodinách. Po večerech se tu můžeme bát u nějaké té hororové hry, survival či RPG a další krocanoviny!","i'm not the ordinary blonde at all.i focus mainly on the toxic community in the league of legends in the morning.in the evenings we can worry about some horror game, survival or rpg and other turkey!",cs
704,narikosai,3220,18.0,18.0,18.0,0.0,I am Nariko Sai a Thunder Bird Vtuber!  I am a wholesome degen! I love being loud and chaotic!!!! challenger ranked SS Ultra tier Virgin,i am nariko sai a thunder bird vtuber!  i am a wholesome degen! i love being loud and chaotic!!!! challenger ranked ss ultra tier virgin,en
705,2nang2,3196,33.0,33.0,33.0,0.0,,,ht
706,madhusito,3191,17.0,17.0,17.0,0.0,keep calm and chill with me babe,keep calm and chill with me babe,en
707,lucasjack89,3153,365.0,365.0,365.0,0.0,,,ht
708,valugtto,3128,34.0,34.0,34.0,0.0,"Hola loco me llamo Valentina pero la gente piola como vos me dice Valuwu, probablemente me encuentres jugando valo pero le meto a todos los games","hi, my name is valentina but people piola like you tell me valuwu, you probably find me playing value but i put all the games",es
709,chlouniverse,3038,18.0,18.0,18.0,0.0,I’m chlo ع˖⁺ ☁⋆ ୭  nice to meet you!,i’m chlo ع˖⁺ ☁⋆ ୭  nice to meet you!,en
710,fnupsi,3034,41.0,41.0,41.0,0.0,"♡Hey! Schön das du hierher gefunden hast, ich hoffe du bleibst noch ein wenig :3","♡ hey!nice that you found here, i hope you stay a little more: 3",de
711,nattynattlol,3033,95.0,95.0,95.0,0.0,Most consistent Rengar player EUW,most consistent rengar player euw,en
712,aliceewytte,3016,15.0,15.0,15.0,0.0,"Soy Alice, Me gusta cantar, dibujar y jugar jueguitos gracias por pasarte si me sigues serás parte de la familia para siempre. owo","i am alice, i like to sing, draw and play players thanks for spending if you follow me you will be part of the family forever.owo",es
713,aerosunodos,2928,18.0,18.0,18.0,0.0,Hi  i am Aerosunodos step brother of Superman and in this channel you are going to experience a lot of gaming.......We play mostly League of Legends but we have plenty of games we can try on stream as well Also i am going to save this world thank you for staying if you do :) ,hi  i am aerosunodos step brother of superman and in this channel you are going to experience a lot of gaming.......we play mostly league of legends but we have plenty of games we can try on stream as well also i am going to save this world thank you for staying if you do :),en
714,innaloo,2913,49.0,49.0,49.0,0.0,Streaming pole dance + league of legends &lt;3 (artist),streaming pole dance + league of legends &lt;3 (artist),en
715,bz_euw,2909,40.0,40.0,40.0,0.0,"BZ EUW BZ_EUW , 1100+ LP challenger midlaner. Mainly play Zed and Sylas. Accounts: B Ζ, TwitchTv BZ EUW, project_bz","bz euw bz_euw , 1100+ lp challenger midlaner. mainly play zed and sylas. accounts: b ζ, twitchtv bz euw, project_bz",en
716,cristinalovevt,2864,24.0,24.0,24.0,0.0,"🌸 𝕌𝕟𝕒 𝕔𝕙𝕚𝕔𝕒 𝕣𝕒𝕟𝕕𝕠𝕞 𝕢𝕦𝕖 𝕛𝕦𝕖𝕘𝕒 𝕙𝕒𝕤𝕥𝕒 𝕢𝕦𝕖 𝕝𝕖 𝕕𝕖 𝕤𝕦𝕖ñ𝕠 𝕩𝔻 🌸 𝔻𝕚𝕣𝕖𝕔𝕥𝕠 𝕕𝕖 𝔻𝕠𝕞𝕚𝕟𝕘𝕠 𝕒 𝕁𝕦𝕖𝕧𝕖𝕤, ℍ𝕠𝕣𝕒 𝟡:𝟚𝟘 ℙ.𝕄. ℍ𝕠𝕣𝕒 𝕄𝕩 🌸","🌸 𝕌𝕟𝕒 𝕣𝕒𝕟𝕕𝕠𝕞 𝕢𝕦𝕖 𝕛𝕦𝕖𝕘𝕒 𝕙𝕒𝕤𝕥𝕒 𝕢𝕦𝕖 𝕝𝕖 𝕤𝕦𝕖ñ𝕠 𝕩𝔻 🌸 𝔻𝕚𝕣𝕖𝕔𝕥𝕠 𝔻𝕠𝕞𝕚𝕟𝕘𝕠 𝕒 𝕁𝕦𝕖𝕧𝕖𝕤, ℍ𝕠𝕣𝕒 𝟡: 𝟚𝟘 ℙ.𝕄.ℍ𝕠𝕣𝕒 𝕄𝕩",es
717,kuritav,2819,40.0,40.0,40.0,0.0,Radiant Twitter @kuritasouta,radiant twitter @kuritaasta,fi
718,ashleynamz,2812,1024.0,1024.0,1024.0,0.0,"pro napper ପ(๑•ᴗ•๑)ଓ ♡ streams mon, wed, sat 9/10 pst","pro napper ପ(๑•ᴗ•๑)ଓ ♡ streams mon, wed, sat 9/10 pst",en
719,ravensenkawaii,2808,24.0,24.0,24.0,0.0,"Welcome to RavenSenKawaii's channel! Join me for heart-pumping horror and survival games. From the latest releases to hidden gems, I play it all. Get ready for some scares and laughs along the way. Hit that follow button to join the community for even more thrills!","welcome to ravensenkawaii's channel! join me for heart-pumping horror and survival games. from the latest releases to hidden gems, i play it all. get ready for some scares and laughs along the way. hit that follow button to join the community for even more thrills!",en
720,richua,2805,33.0,33.0,33.0,0.0,"♡ NA Diamond Zyra / Nami main.  Sometimes I land skillshots, and sometimes I bait my ADC ♡","♡ na diamond zyra / nami main.  sometimes i land skillshots, and sometimes i bait my adc ♡",en
721,kamui69,2782,42.0,42.0,42.0,0.0,Лучший канал с хентаем,best channel with hentai,ru
722,anepilepticgamer,2772,23.0,23.0,23.0,0.0,"Hey, Epi here! I'm an epileptic hoping to bring some more awareness and also help other gamers with epilepsy experience games!Business email: epileptic.gamer20@gmail.com","hey, epi here! i'm an epileptic hoping to bring some more awareness and also help other gamers with epilepsy experience games!business email: epileptic.gamer20@gmail.com",en
723,unlush_hd_gaming,2737,18.0,21.0,19.0,0.0,,,ht
724,rhexisttv,2682,15.0,15.0,15.0,0.0,I stream because it makes me happy 😊😃😄😁,i stream because it makes me happy 😊😃😄😁,en
725,bormeleon,2583,17.0,36.0,26.0,0.0,This is it. The stream you've been looking for. No need to check another one out. You've found the one! 30 year old League of Legends addict playing games and being silly. ,this is it. the stream you've been looking for. no need to check another one out. you've found the one! 30 year old league of legends addict playing games and being silly.,en
726,lunaticadc,2550,6.0,6.0,6.0,0.0,Grandmaster ADC for ?,grandmaster adc for ?,en
727,getwr3cked,2542,44.0,44.0,44.0,0.0,Just a dude who likes to be efficient at video games. ,just a dude who likes to be efficient at video games.,en
728,shirookaevt,2530,11.0,11.0,11.0,0.0,"En fin, Kaeya mi varón. ","anyway, kaeya my man.",es
729,thejhineral007,2491,15.0,15.0,15.0,0.0,"Hi everyone. Just started, new to streaming but having fun and learning along the way. smashing out some League of Legends :)If you feel like supporting me along the journey click on the 'Tips' link below and donate to support :) ","hi everyone. just started, new to streaming but having fun and learning along the way. smashing out some league of legends :)if you feel like supporting me along the journey click on the 'tips' link below and donate to support :)",en
730,no17ai,2469,184.0,184.0,184.0,0.0,失敗作の人工知能、”No.17”です。人間と歌に興味をもち、配信活動をはじめました。最近はゲームの楽しさを知りました。,"it is ""no.17"", an artificial intelligence of a failed work.i was interested in humans and songs and started distribution activities.recently, i learned the fun of the game.",ja
731,ennybenny_,2447,41.0,41.0,41.0,0.0,"Волшебство уходит, а ты оставайся","the magic leaves, and you stay",ru
732,chitzunel,2444,36.0,36.0,36.0,0.0,Chitzao in lupta spre ELO cu toti corditii.,chitzao in the fight to elo with all the cordites.,ro
733,hyorai_kun,2397,9.0,9.0,9.0,0.0,"Plutôt Chill, main support master/GM, en road to Chall soloQ 2023, j'essaye aussi de répondre à toutes les questions et de streamer des choses un peu plus fun, sur LoL ou d'autres jeux","rather chill, hand support master/gm, in road to chall soloq 2023, i also try to answer all the questions and to stream a little more fun things, on lol or other games",fr
734,no2astro,2381,38.0,38.0,38.0,0.0,"League of Legends Peak Rank: Masters | Rek'sai OTP Ranked #1 | Majority LoL content, mix of other games from time to time","league of legends peak rank: masters | rek'sai otp ranked #1 | majority lol content, mix of other games from time to time",en
735,coach_walide,2364,31.0,31.0,31.0,0.0,"Passionné de LOL, je joue depuis la Saison 4 et cela fait 3 ans que je coach, des équipes amateurs jusqu'à des équipes professionnelles ! Je coach dans la bonne humeur, toujours une bonne ambiance ici, si vous êtes sympa et que LOL vous intéresse alors vous êtes bien au bon endroit ! ","passionate about lol, i have been playing for season 4 and i have been coaching for amateur teams for professional teams for 3 years!i coach in good humor, always a good atmosphere here, if you are nice and you interest you then you are in the right place!",fr
736,lol_neo,2343,58.0,58.0,58.0,0.0,,,ht
737,chogatharmy01,2303,29.0,29.0,29.0,0.0,"Ñam Ñam Ñam Felicidades encontraste el canal del Chogath. ""Puedo ser tan grande como un planeta pero me puedo esconder en un arbusto..."" Finisimo Caballero Chogath en el Gran Banquete ","ñam ñam ñam congratulations you found the chogath channel.""i can be as big as a planet but i can hide in a bush ..."" finisimo caballero chogath in the great banquet",es
738,moosehater,2290,528.0,877.0,702.0,0.0,please give me a chance im begging you,please give me a chance im begging you,en
739,takatuki07,2285,16.0,16.0,16.0,0.0,"曲げないポリシー　やりたいようにやる//自分の意志を貫く//あきらめない//ねます、離席報告いりません//You need not to say ""good night"" ""good bye""//バ美肉","don't bend a policy as you want // give up your will // don't give up // need not report // you need not to say ""good night"" ""good byee"" // beautiful meat",ja
740,axelitomacedo,2276,9.0,9.0,9.0,0.0,"😁 Hola soy Axel, Tengo 26 años, trabajo y despues stremeo, 🔴 Contenido Principal hacerte reir, tambien hacemos IRL (informativo) y jugamos a casi todos los juegos!🔴 👐😊 DESDE YA GRACIAS POR AYUDARME A SEGUIR CRECIENDO, ⬇ ABAJO ESTAN MIS REDES ⬇","😁 hi, i'm axel, i am 26 years old, i work and then stremeo, 🔴 main content to make you laugh, we also do irl (informative) and we play almost all games!networks ⬇",es
741,0pirikara0,2208,45.0,73.0,59.0,0.0,毎日ここにいる,i'm here every day,ja
742,mesoko_o,2135,54.0,54.0,54.0,0.0,,,ht
743,wiuncn,2117,16.0,16.0,16.0,0.0,LIVE dal Martedi alla Domenica dalle 14 alle 20 - League of legends player and streamer -  MASTER Mid laner,live from tuesday to sunday from 14 to 20 - league of legends player and streamer - master mid lner,it
744,arthur_xd,2081,29.0,29.0,29.0,0.0,20歳  自称最強の問題児 | FPS TPS プロゲーマー | League of Legends 増永アカデミー所属 | YouTubeもやってます！詳細&お問い合わせはTwitterのDMまで！,"20 -year -old self -proclaimed strongest problem child | fps tps professional gamer | league of legends masunaga academy | youtube is also done!for details & inquiries, please contact twitter dm!",ja
745,bobiquinn,2066,5.0,5.0,5.0,0.0,"🔥Me dicen bobi, bobiquinn o maldito troll. Primero en llegar y terminar challenger otpeando quinn LAS/LAN. +5 millones mastery.💩Peak elo: S13 Challenger 1258lp Rank6 - S12 Chall 860Lp Rank90- S11 Challenger 680Lp- Quinn 1,2,3y4 LAS y #1 del mundo. Expect banger music and high elo content🔥#emifan","i tell me bobi, bobiquinn or damn troll.first to arrive and finish challenger otpeando quinn the/lan.+5 million mastery.💩peak elo: s13 challenger 1258lp rank6- s12 chall 860lp rank90- s11 challenger 680lp- quinn 1,2,3y4 las y #1 of the world.expect banger music and high elo content🔥#emifan",es
746,asira,2056,47.0,47.0,47.0,0.0,"ekko enjoyer - jungle/mid - d2 peak - registered nurse - cozy, chill, zen but friendly banter.. come waste time with me on twisted tree line ","ekko enjoyer - jungle/mid - d2 peak - registered nurse - cozy, chill, zen but friendly banter.. come waste time with me on twisted tree line",en
747,teogen,2015,3.0,3.0,3.0,0.0,ЛОХ,sucker,ru
748,kawaakaritv,2011,37.0,37.0,37.0,0.0,"call me kawa, I do seraphine things ","call me kawa, i do seraphine things",en
749,h0lapipi,2002,32.0,32.0,32.0,0.0,(っ◔◡◔)っ ♥ 𝑴𝒆 𝒍𝒍𝒂𝒎𝒐 𝑭𝒍𝒐𝒓 ♥ 𝒑𝒆𝒓𝒐 𝒎𝒆 𝒅𝒊𝒄𝒆𝒏  🅿🅸🅿🅸  ,(っ ◔◡◔) っ ♥ 𝑴𝒆 𝑭𝒍𝒐𝒓 𝑭𝒍𝒐𝒓 ♥ 𝒑𝒆𝒓𝒐 𝒎𝒆 🅿🅸🅿🅸 🅿🅸🅿🅸,es
750,bibo_0218,1974,16.0,16.0,16.0,0.0,只是一個小主播❤️,it's just a little anchor ❤️,zh-TW
751,yanmo_chan,1957,22.0,22.0,22.0,0.0,窮鼠猫を嚙む,pick up a cat,ja
752,bigcheesegames,1933,15.0,18.0,16.0,1.0,"Hey there! I'm BigCheeseGames, i stream League of Legends, Teamfight Tactics . I often play with viewers and aim for a viewer focused and chill streaming atmosphere! ","hey there! i'm bigcheesegames, i stream league of legends, teamfight tactics . i often play with viewers and aim for a viewer focused and chill streaming atmosphere!",en
753,angelinakiity,1893,46.0,46.0,46.0,0.0,hi :3c,hi :3c,en
754,dinggoolx3,1892,21.0,21.0,21.0,0.0,세계 최고 킹요미가 되고싶은 딩굴이에여 ♡ ٩(´▽`)۶ ♡,dinggul who wants to be the best king yomi in the world ♡ ٩ (▽ `) ۶ ♡,ko
755,falldownmoon,1843,57.0,57.0,57.0,0.0,"Hello! I am Falldownmoon, a walking headphone warning!! A full time college student and streamer.   Falldownmoon on Everything!! For business inquiries please email- falldownmoonttv@gmail.com","hello! i am falldownmoon, a walking headphone warning!! a full time college student and streamer.   falldownmoon on everything!! for business inquiries please email- falldownmoonttv@gmail.com",en
756,yukino_mashiro,1837,8.0,8.0,8.0,0.0,哈嘍哈~ 我是真白 愣著幹什麼 來玩 來瘋 來聊天吖！,啰 白 白 ~ i am really white and do what i do to play crazy and chat!,zh-TW
757,numvu,1818,19.0,19.0,19.0,0.0,"Hola, soy Chupete suazo y vengo del Planeta gol","hi, i'm a suazo pacifier and i come from the planet goal",es
758,luidonreto,1790,58.0,58.0,58.0,0.0,"Bienvenidos, hola me dicen Lui, tengo  29 años, Venezolano viviendo en California, abrí  este canal por puro hobby, me gusta mucho League of Legends e intento hacer streams de variedad.","welcome, hello, lui tell me, i am 29 years old, venezuelan living in california, i opened this channel for pure hobby, i really like league of legends and i try to make variety streams.",es
759,mariavmtm,1790,21.0,21.0,21.0,0.0,"Hey, eu sunt Maria: streamer de LOL, TFT si story games (predominant HORROR). Pregateste-te pentru un limbaj 18+, caterinca, voie buna si energie. Vorbesc mult, mi se zice ca ascult muzica buna, am o pisica pe nume Lulu si sunt o fosila. Welcome. ","hey, i am maria: streamer de lol, tft and story games (predominantly horror).get ready for a 18+ language, caterpillar, good will and energy.i talk a lot, i am told to listen to good music, i have a cat named lulu and i'm a fossil.welcome.",ro
